Latitude,Longitude,U,Th,K
-1.5,8.5,1.982,1.836,8.107
-1.5,9.5,2.313,2.140,9.380
-1.5,10.5,2.605,2.387,10.490
-1.5,11.5,2.795,2.556,11.209
-1.5,12.5,2.896,2.644,11.567
-1.5,13.5,2.958,2.701,11.803
-1.5,14.5,2.994,2.738,11.984
-1.5,15.5,3.056,2.793,12.198
-1.5,16.5,3.115,2.845,12.368
-1.5,17.5,3.149,2.887,12.505
-1.5,18.5,3.168,2.917,12.605
-1.5,19.5,3.196,2.933,12.702
-1.5,20.5,3.220,2.968,12.821
-1.5,21.5,3.233,2.990,12.904
-1.5,22.5,3.250,3.003,12.980
-1.5,23.5,3.270,3.019,13.071
-1.5,24.5,3.258,3.022,13.082
-1.5,25.5,3.257,3.009,13.088
-1.5,26.5,3.233,2.974,13.052
-1.5,27.5,3.208,2.949,12.978
-1.5,28.5,3.220,2.960,12.984
-1.5,29.5,3.239,2.998,13.216
-1.5,30.5,3.317,3.159,14.197
-1.5,31.5,3.275,3.140,14.190
-1.5,32.5,3.150,3.023,13.723
-1.5,33.5,3.138,2.991,13.501
-1.5,34.5,3.147,2.909,12.824
-1.5,35.5,3.062,2.811,12.336
-1.5,36.5,2.904,2.663,11.741
-1.5,37.5,2.802,2.568,11.323
-1.5,38.5,2.763,2.531,11.092
-1.5,39.5,2.689,2.494,10.802
-1.5,40.5,2.564,2.385,10.297
-1.5,41.5,2.429,2.268,9.761
-1.5,42.5,2.160,2.020,8.742
-1.5,43.5,1.899,1.769,7.730
-1.5,44.5,1.472,1.371,6.083
-1.5,45.5,1.306,1.211,5.438
-1.5,46.5,1.198,1.106,5.020
-1.5,47.5,1.103,1.014,4.656
-1.5,48.5,1.035,0.949,4.393
-1.5,49.5,0.965,0.880,4.120
-1.5,50.5,0.920,0.836,3.945
-1.5,51.5,0.888,0.806,3.821
-1.5,52.5,0.861,0.779,3.714
-1.5,53.5,0.834,0.753,3.611
-1.5,54.5,0.807,0.726,3.504
-1.5,55.5,0.786,0.705,3.421
-1.5,56.5,0.770,0.689,3.357
-1.5,57.5,0.752,0.672,3.286
-1.5,58.5,0.734,0.655,3.220
-1.5,59.5,0.718,0.640,3.158
-1.5,60.5,0.704,0.627,3.105
-1.5,61.5,0.693,0.617,3.064
