1.351,1.260,5.735,0.180,0.186,0.693,0.600,0.512,1.876,0.220,0.244,1.266,0.047,0.051,0.547,0.304,0.269,1.352
1.352,1.261,5.738,0.181,0.186,0.694,0.600,0.511,1.874,0.220,0.244,1.265,0.047,0.051,0.547,0.305,0.270,1.357
1.352,1.262,5.739,0.181,0.186,0.695,0.599,0.510,1.873,0.219,0.243,1.263,0.047,0.051,0.546,0.306,0.271,1.361
1.352,1.262,5.740,0.180,0.186,0.695,0.599,0.510,1.872,0.219,0.243,1.262,0.047,0.051,0.547,0.307,0.271,1.363
1.353,1.262,5.741,0.181,0.186,0.696,0.599,0.510,1.872,0.219,0.243,1.261,0.047,0.051,0.547,0.307,0.271,1.365
1.353,1.263,5.743,0.181,0.187,0.698,0.599,0.510,1.871,0.219,0.242,1.260,0.047,0.051,0.546,0.308,0.272,1.367
1.354,1.263,5.745,0.182,0.187,0.700,0.598,0.510,1.871,0.219,0.242,1.260,0.047,0.051,0.546,0.308,0.272,1.369
1.354,1.263,5.746,0.182,0.188,0.701,0.598,0.510,1.871,0.219,0.242,1.259,0.047,0.051,0.547,0.308,0.272,1.368
1.354,1.263,5.745,0.183,0.188,0.703,0.598,0.510,1.871,0.218,0.242,1.258,0.047,0.051,0.547,0.307,0.272,1.366
1.352,1.262,5.739,0.184,0.189,0.706,0.598,0.510,1.871,0.218,0.242,1.258,0.047,0.051,0.546,0.305,0.269,1.359
1.352,1.262,5.738,0.184,0.189,0.708,0.598,0.510,1.871,0.218,0.242,1.257,0.047,0.051,0.546,0.305,0.269,1.356
1.352,1.262,5.738,0.185,0.190,0.710,0.598,0.510,1.871,0.218,0.242,1.257,0.047,0.051,0.546,0.304,0.268,1.354
1.351,1.261,5.736,0.185,0.191,0.713,0.598,0.510,1.871,0.218,0.242,1.257,0.047,0.051,0.546,0.303,0.267,1.349
1.352,1.262,5.741,0.186,0.191,0.715,0.599,0.510,1.871,0.218,0.241,1.256,0.047,0.051,0.546,0.304,0.267,1.352
1.355,1.265,5.749,0.186,0.192,0.717,0.599,0.510,1.872,0.218,0.241,1.256,0.047,0.051,0.546,0.305,0.270,1.359
1.358,1.269,5.764,0.187,0.193,0.721,0.598,0.510,1.872,0.218,0.241,1.255,0.047,0.051,0.545,0.308,0.273,1.371
1.365,1.276,5.789,0.188,0.194,0.724,0.598,0.510,1.872,0.218,0.241,1.255,0.047,0.051,0.545,0.314,0.279,1.393
1.374,1.285,5.823,0.190,0.195,0.730,0.599,0.510,1.872,0.217,0.241,1.254,0.046,0.050,0.544,0.321,0.287,1.423
1.373,1.285,5.822,0.193,0.199,0.742,0.599,0.510,1.872,0.217,0.241,1.254,0.046,0.050,0.544,0.318,0.283,1.410
1.381,1.293,5.853,0.195,0.201,0.749,0.599,0.510,1.872,0.217,0.241,1.253,0.046,0.050,0.543,0.325,0.291,1.436
1.386,1.299,5.872,0.196,0.201,0.753,0.599,0.510,1.872,0.217,0.241,1.252,0.046,0.050,0.543,0.329,0.295,1.452
1.388,1.301,5.880,0.197,0.202,0.757,0.599,0.511,1.872,0.216,0.241,1.252,0.046,0.050,0.542,0.330,0.297,1.457
1.389,1.303,5.886,0.198,0.204,0.761,0.599,0.511,1.872,0.216,0.241,1.251,0.046,0.050,0.541,0.330,0.297,1.460
1.392,1.306,5.896,0.199,0.205,0.766,0.598,0.511,1.871,0.216,0.241,1.250,0.045,0.050,0.541,0.332,0.300,1.467
1.400,1.315,5.928,0.201,0.207,0.773,0.598,0.511,1.872,0.216,0.241,1.250,0.045,0.050,0.540,0.339,0.307,1.495
1.404,1.319,5.943,0.205,0.211,0.789,0.598,0.511,1.871,0.215,0.241,1.248,0.045,0.050,0.538,0.339,0.308,1.496
1.408,1.324,5.959,0.210,0.216,0.805,0.598,0.511,1.871,0.215,0.240,1.247,0.045,0.050,0.538,0.340,0.308,1.498
1.416,1.333,5.992,0.211,0.218,0.812,0.598,0.510,1.871,0.215,0.240,1.247,0.044,0.050,0.537,0.347,0.316,1.526
1.419,1.337,6.003,0.213,0.219,0.818,0.598,0.510,1.870,0.215,0.240,1.246,0.044,0.050,0.535,0.349,0.318,1.534
1.421,1.338,6.008,0.214,0.221,0.824,0.598,0.510,1.869,0.215,0.240,1.245,0.044,0.049,0.534,0.349,0.318,1.536
1.421,1.339,6.011,0.215,0.222,0.828,0.598,0.510,1.869,0.214,0.240,1.243,0.044,0.049,0.533,0.350,0.319,1.537
1.423,1.342,6.020,0.216,0.223,0.832,0.597,0.510,1.868,0.214,0.239,1.242,0.043,0.049,0.532,0.351,0.321,1.545
1.427,1.346,6.033,0.218,0.224,0.838,0.597,0.509,1.867,0.214,0.239,1.241,0.043,0.049,0.531,0.354,0.324,1.556
1.426,1.346,6.032,0.220,0.227,0.847,0.597,0.509,1.866,0.214,0.239,1.240,0.043,0.049,0.530,0.352,0.322,1.549
1.430,1.350,6.046,0.221,0.228,0.851,0.597,0.509,1.866,0.214,0.238,1.239,0.043,0.048,0.528,0.356,0.326,1.563
1.431,1.352,6.052,0.222,0.228,0.853,0.596,0.509,1.865,0.213,0.238,1.238,0.043,0.048,0.527,0.357,0.328,1.569
1.431,1.351,6.051,0.222,0.229,0.855,0.596,0.509,1.864,0.213,0.238,1.237,0.043,0.048,0.526,0.357,0.328,1.569
1.430,1.351,6.047,0.222,0.229,0.855,0.596,0.509,1.863,0.213,0.238,1.235,0.043,0.048,0.525,0.357,0.327,1.568
1.428,1.348,6.038,0.222,0.229,0.854,0.595,0.508,1.862,0.213,0.237,1.234,0.043,0.048,0.524,0.355,0.326,1.563
1.424,1.345,6.022,0.222,0.228,0.853,0.595,0.508,1.861,0.213,0.237,1.233,0.043,0.048,0.523,0.353,0.323,1.552
1.422,1.341,6.011,0.221,0.227,0.849,0.595,0.508,1.860,0.212,0.237,1.232,0.043,0.047,0.522,0.351,0.322,1.548
1.419,1.339,5.999,0.220,0.226,0.845,0.594,0.508,1.859,0.212,0.237,1.231,0.043,0.047,0.521,0.350,0.321,1.544
1.414,1.334,5.982,0.219,0.225,0.843,0.594,0.507,1.858,0.212,0.236,1.230,0.043,0.047,0.520,0.347,0.318,1.532
1.411,1.331,5.969,0.218,0.225,0.840,0.594,0.507,1.857,0.212,0.236,1.229,0.042,0.047,0.519,0.346,0.316,1.525
1.408,1.328,5.957,0.218,0.224,0.837,0.594,0.507,1.856,0.211,0.236,1.228,0.042,0.047,0.518,0.344,0.314,1.519
1.405,1.324,5.944,0.217,0.223,0.834,0.594,0.506,1.855,0.211,0.236,1.227,0.042,0.047,0.517,0.342,0.312,1.511
1.401,1.320,5.925,0.216,0.222,0.830,0.593,0.506,1.854,0.211,0.236,1.225,0.042,0.047,0.516,0.339,0.308,1.500
1.395,1.313,5.902,0.214,0.221,0.825,0.593,0.506,1.852,0.211,0.235,1.225,0.042,0.047,0.515,0.335,0.305,1.485
1.392,1.311,5.892,0.212,0.218,0.816,0.592,0.505,1.851,0.211,0.235,1.223,0.042,0.047,0.514,0.335,0.305,1.487
1.386,1.305,5.868,0.211,0.217,0.811,0.592,0.505,1.850,0.211,0.235,1.222,0.042,0.046,0.514,0.331,0.301,1.471
1.382,1.300,5.850,0.210,0.216,0.807,0.592,0.505,1.849,0.210,0.235,1.221,0.042,0.046,0.513,0.328,0.298,1.460
1.379,1.297,5.837,0.208,0.215,0.803,0.591,0.504,1.848,0.210,0.235,1.220,0.042,0.046,0.512,0.327,0.296,1.455
1.375,1.293,5.824,0.208,0.214,0.799,0.591,0.504,1.846,0.210,0.235,1.219,0.042,0.046,0.511,0.325,0.295,1.449
1.371,1.290,5.808,0.206,0.213,0.795,0.590,0.503,1.845,0.210,0.234,1.218,0.042,0.046,0.510,0.323,0.293,1.440
1.365,1.283,5.784,0.205,0.211,0.790,0.590,0.503,1.844,0.210,0.234,1.217,0.042,0.046,0.509,0.319,0.288,1.423
1.361,1.279,5.767,0.203,0.209,0.782,0.589,0.503,1.843,0.209,0.234,1.216,0.042,0.046,0.508,0.318,0.286,1.419
1.357,1.274,5.751,0.201,0.207,0.774,0.589,0.503,1.841,0.209,0.234,1.215,0.042,0.046,0.507,0.316,0.285,1.414
1.351,1.268,5.727,0.200,0.206,0.770,0.589,0.503,1.840,0.209,0.233,1.214,0.042,0.046,0.506,0.312,0.280,1.397
1.348,1.265,5.713,0.199,0.205,0.766,0.588,0.502,1.839,0.209,0.233,1.213,0.042,0.046,0.506,0.310,0.278,1.390
1.345,1.262,5.703,0.198,0.204,0.762,0.588,0.502,1.838,0.209,0.233,1.212,0.042,0.046,0.505,0.309,0.277,1.386
1.343,1.260,5.693,0.197,0.203,0.760,0.588,0.501,1.836,0.209,0.233,1.211,0.042,0.046,0.504,0.308,0.276,1.382
1.341,1.257,5.682,0.197,0.202,0.757,0.587,0.501,1.835,0.209,0.233,1.210,0.042,0.046,0.503,0.307,0.275,1.377
1.336,1.253,5.666,0.196,0.202,0.754,0.587,0.501,1.834,0.209,0.232,1.209,0.042,0.046,0.502,0.304,0.272,1.367
1.335,1.251,5.660,0.195,0.200,0.748,0.587,0.500,1.833,0.209,0.232,1.208,0.042,0.046,0.502,0.305,0.273,1.369
1.332,1.247,5.646,0.194,0.199,0.745,0.586,0.500,1.832,0.208,0.232,1.208,0.042,0.046,0.501,0.302,0.271,1.361
1.329,1.245,5.636,0.194,0.199,0.744,0.586,0.500,1.831,0.208,0.232,1.207,0.042,0.046,0.500,0.301,0.269,1.354
1.328,1.243,5.630,0.193,0.199,0.742,0.585,0.499,1.830,0.208,0.232,1.205,0.042,0.046,0.500,0.301,0.268,1.353
1.327,1.243,5.626,0.193,0.198,0.742,0.585,0.499,1.829,0.208,0.231,1.205,0.042,0.045,0.499,0.301,0.268,1.353
1.327,1.242,5.622,0.193,0.198,0.741,0.584,0.499,1.828,0.208,0.231,1.204,0.042,0.045,0.498,0.301,0.268,1.352
1.326,1.241,5.620,0.193,0.198,0.741,0.584,0.498,1.826,0.208,0.231,1.203,0.042,0.045,0.497,0.301,0.268,1.353
1.326,1.241,5.619,0.193,0.198,0.741,0.584,0.498,1.825,0.208,0.231,1.202,0.042,0.045,0.497,0.301,0.268,1.352
1.326,1.240,5.617,0.193,0.199,0.742,0.583,0.498,1.825,0.208,0.231,1.202,0.042,0.045,0.496,0.300,0.268,1.352
1.326,1.240,5.616,0.193,0.199,0.743,0.583,0.498,1.823,0.208,0.231,1.201,0.042,0.045,0.496,0.300,0.268,1.353
1.326,1.240,5.615,0.193,0.199,0.744,0.583,0.498,1.823,0.208,0.231,1.200,0.042,0.045,0.495,0.301,0.268,1.354
1.326,1.240,5.615,0.194,0.199,0.745,0.583,0.497,1.821,0.208,0.231,1.199,0.042,0.045,0.494,0.301,0.268,1.355
1.326,1.241,5.616,0.194,0.200,0.747,0.582,0.497,1.820,0.207,0.231,1.198,0.042,0.045,0.494,0.302,0.269,1.358
1.328,1.243,5.624,0.195,0.200,0.749,0.582,0.496,1.819,0.207,0.230,1.197,0.041,0.045,0.493,0.304,0.272,1.366
1.331,1.247,5.637,0.196,0.201,0.753,0.582,0.496,1.818,0.207,0.230,1.196,0.041,0.045,0.492,0.307,0.274,1.378
1.332,1.247,5.638,0.197,0.203,0.760,0.581,0.496,1.817,0.207,0.230,1.195,0.041,0.045,0.491,0.306,0.274,1.375
1.335,1.251,5.652,0.199,0.204,0.764,0.581,0.496,1.815,0.207,0.230,1.195,0.041,0.045,0.491,0.309,0.277,1.388
1.338,1.254,5.662,0.199,0.206,0.767,0.580,0.495,1.814,0.206,0.230,1.193,0.041,0.045,0.490,0.312,0.280,1.397
1.340,1.256,5.668,0.200,0.206,0.771,0.580,0.495,1.813,0.206,0.229,1.193,0.041,0.045,0.490,0.313,0.281,1.403
1.341,1.257,5.673,0.201,0.207,0.774,0.580,0.495,1.812,0.206,0.229,1.192,0.041,0.045,0.489,0.314,0.282,1.406
1.343,1.259,5.680,0.202,0.208,0.777,0.580,0.494,1.811,0.206,0.229,1.191,0.041,0.045,0.488,0.316,0.284,1.413
1.346,1.263,5.694,0.203,0.209,0.781,0.579,0.494,1.810,0.206,0.229,1.190,0.041,0.044,0.487,0.319,0.287,1.426
1.348,1.265,5.701,0.205,0.211,0.788,0.579,0.494,1.809,0.205,0.228,1.189,0.041,0.044,0.487,0.319,0.288,1.429
1.350,1.268,5.709,0.207,0.213,0.796,0.578,0.494,1.807,0.205,0.228,1.188,0.040,0.044,0.486,0.321,0.289,1.432
1.354,1.271,5.723,0.208,0.214,0.799,0.578,0.493,1.806,0.205,0.228,1.188,0.040,0.044,0.486,0.323,0.292,1.444
1.356,1.273,5.729,0.209,0.215,0.803,0.577,0.493,1.805,0.205,0.228,1.187,0.040,0.044,0.485,0.325,0.294,1.450
1.357,1.275,5.734,0.210,0.216,0.807,0.577,0.493,1.804,0.205,0.228,1.186,0.040,0.044,0.484,0.326,0.295,1.454
1.359,1.277,5.740,0.210,0.217,0.810,0.577,0.492,1.803,0.204,0.228,1.185,0.040,0.044,0.484,0.327,0.296,1.459
1.361,1.279,5.750,0.211,0.217,0.813,0.576,0.492,1.802,0.204,0.227,1.185,0.040,0.044,0.484,0.329,0.298,1.467
1.365,1.283,5.763,0.212,0.219,0.817,0.576,0.492,1.801,0.204,0.227,1.184,0.040,0.044,0.483,0.332,0.302,1.478
1.365,1.284,5.766,0.214,0.220,0.823,0.576,0.491,1.800,0.204,0.227,1.184,0.040,0.044,0.483,0.332,0.301,1.476
1.369,1.287,5.779,0.215,0.221,0.827,0.576,0.491,1.799,0.205,0.227,1.183,0.040,0.044,0.483,0.334,0.304,1.487
1.371,1.290,5.788,0.216,0.222,0.829,0.576,0.491,1.799,0.205,0.227,1.183,0.040,0.044,0.483,0.336,0.306,1.495
1.373,1.291,5.793,0.216,0.223,0.831,0.575,0.491,1.798,0.205,0.227,1.182,0.040,0.044,0.483,0.337,0.307,1.499
1.374,1.292,5.796,0.217,0.223,0.833,0.575,0.491,1.797,0.205,0.227,1.183,0.040,0.044,0.483,0.338,0.308,1.502
1.375,1.293,5.800,0.217,0.223,0.834,0.575,0.491,1.796,0.205,0.228,1.182,0.040,0.044,0.483,0.339,0.309,1.505
1.375,1.294,5.804,0.217,0.223,0.835,0.575,0.491,1.796,0.205,0.227,1.182,0.040,0.044,0.483,0.340,0.310,1.509
1.377,1.295,5.807,0.217,0.224,0.836,0.574,0.490,1.795,0.205,0.227,1.182,0.040,0.044,0.483,0.341,0.310,1.511
1.377,1.295,5.809,0.217,0.224,0.836,0.574,0.490,1.795,0.205,0.227,1.182,0.040,0.044,0.483,0.341,0.311,1.513
1.378,1.296,5.812,0.217,0.224,0.836,0.574,0.490,1.794,0.205,0.227,1.182,0.041,0.044,0.484,0.342,0.312,1.516
1.378,1.297,5.813,0.217,0.224,0.836,0.574,0.490,1.794,0.205,0.227,1.182,0.041,0.044,0.484,0.342,0.312,1.517
1.378,1.296,5.812,0.217,0.223,0.836,0.574,0.490,1.794,0.205,0.227,1.182,0.041,0.044,0.484,0.342,0.312,1.516
1.377,1.295,5.809,0.217,0.223,0.834,0.574,0.490,1.794,0.205,0.227,1.183,0.041,0.044,0.485,0.342,0.311,1.514
1.376,1.293,5.802,0.216,0.223,0.832,0.574,0.489,1.794,0.205,0.228,1.183,0.041,0.044,0.485,0.341,0.309,1.509
1.374,1.290,5.793,0.216,0.222,0.829,0.574,0.489,1.793,0.205,0.228,1.184,0.041,0.045,0.486,0.339,0.307,1.502
1.374,1.290,5.793,0.214,0.220,0.823,0.574,0.489,1.793,0.205,0.228,1.184,0.042,0.045,0.486,0.340,0.309,1.506
1.372,1.288,5.785,0.213,0.219,0.819,0.574,0.489,1.793,0.206,0.228,1.185,0.042,0.045,0.487,0.339,0.307,1.501
1.371,1.286,5.779,0.212,0.218,0.815,0.574,0.489,1.794,0.206,0.228,1.186,0.042,0.045,0.488,0.338,0.306,1.498
1.371,1.286,5.778,0.210,0.217,0.810,0.574,0.489,1.794,0.206,0.228,1.186,0.042,0.045,0.489,0.339,0.307,1.499
1.371,1.285,5.779,0.209,0.216,0.806,0.574,0.490,1.794,0.206,0.228,1.187,0.042,0.045,0.489,0.340,0.308,1.503
1.370,1.284,5.776,0.208,0.214,0.801,0.574,0.490,1.794,0.206,0.228,1.188,0.043,0.045,0.490,0.340,0.308,1.503
1.364,1.278,5.751,0.206,0.213,0.795,0.574,0.490,1.795,0.207,0.228,1.189,0.043,0.046,0.491,0.335,0.302,1.483
1.362,1.275,5.744,0.202,0.209,0.779,0.574,0.490,1.795,0.207,0.229,1.190,0.043,0.046,0.492,0.336,0.303,1.489
1.360,1.273,5.735,0.198,0.204,0.762,0.574,0.490,1.796,0.207,0.229,1.191,0.043,0.046,0.493,0.338,0.305,1.494
1.352,1.264,5.704,0.196,0.202,0.755,0.574,0.490,1.796,0.207,0.229,1.192,0.043,0.046,0.493,0.331,0.297,1.466
1.348,1.259,5.688,0.195,0.200,0.749,0.575,0.490,1.798,0.207,0.229,1.193,0.043,0.046,0.494,0.328,0.294,1.455
1.344,1.255,5.675,0.193,0.199,0.743,0.575,0.490,1.798,0.208,0.229,1.194,0.044,0.046,0.495,0.325,0.291,1.445
1.339,1.250,5.657,0.191,0.198,0.737,0.576,0.490,1.799,0.208,0.230,1.195,0.044,0.046,0.496,0.322,0.287,1.430
1.332,1.243,5.629,0.190,0.196,0.732,0.576,0.491,1.800,0.208,0.230,1.196,0.044,0.046,0.497,0.315,0.280,1.404
1.322,1.232,5.590,0.188,0.194,0.725,0.576,0.491,1.801,0.208,0.230,1.198,0.044,0.046,0.497,0.306,0.271,1.370
1.320,1.230,5.580,0.185,0.191,0.712,0.576,0.491,1.802,0.209,0.230,1.199,0.044,0.047,0.498,0.306,0.271,1.369
1.310,1.220,5.545,0.183,0.189,0.706,0.577,0.492,1.803,0.209,0.230,1.201,0.044,0.047,0.499,0.298,0.262,1.336
1.304,1.213,5.520,0.182,0.188,0.702,0.577,0.492,1.805,0.209,0.231,1.202,0.044,0.047,0.500,0.291,0.256,1.312
1.300,1.209,5.508,0.182,0.187,0.699,0.577,0.493,1.806,0.209,0.231,1.204,0.044,0.047,0.501,0.288,0.252,1.299
1.299,1.207,5.502,0.181,0.186,0.695,0.578,0.493,1.808,0.210,0.231,1.206,0.044,0.047,0.502,0.286,0.250,1.290
1.298,1.206,5.499,0.180,0.186,0.693,0.579,0.493,1.810,0.210,0.232,1.208,0.045,0.047,0.503,0.285,0.249,1.284
1.297,1.206,5.498,0.179,0.185,0.691,0.580,0.494,1.812,0.210,0.233,1.211,0.045,0.047,0.504,0.283,0.248,1.281
1.298,1.206,5.500,0.179,0.184,0.687,0.580,0.495,1.815,0.211,0.233,1.213,0.045,0.047,0.505,0.283,0.248,1.280
1.298,1.206,5.503,0.177,0.183,0.684,0.582,0.495,1.818,0.212,0.234,1.216,0.045,0.047,0.507,0.283,0.248,1.279
1.299,1.207,5.508,0.178,0.183,0.684,0.583,0.497,1.822,0.212,0.234,1.220,0.045,0.047,0.508,0.282,0.247,1.274
1.301,1.209,5.514,0.179,0.184,0.689,0.584,0.498,1.826,0.213,0.235,1.224,0.045,0.048,0.510,0.280,0.245,1.265
1.302,1.210,5.522,0.182,0.187,0.698,0.586,0.499,1.831,0.214,0.236,1.230,0.045,0.048,0.513,0.276,0.241,1.251
1.304,1.212,5.530,0.186,0.191,0.715,0.588,0.501,1.839,0.216,0.237,1.236,0.046,0.048,0.516,0.270,0.235,1.226
1.306,1.214,5.541,0.196,0.201,0.751,0.591,0.503,1.848,0.218,0.239,1.245,0.047,0.049,0.521,0.256,0.223,1.176
1.321,1.229,5.600,0.221,0.228,0.851,0.595,0.507,1.862,0.220,0.241,1.257,0.048,0.049,0.526,0.237,0.204,1.104
1.314,1.229,5.557,0.282,0.291,1.086,0.569,0.484,1.778,0.206,0.227,1.182,0.044,0.046,0.492,0.214,0.182,1.019
1.287,1.203,5.458,0.236,0.244,0.910,0.569,0.485,1.778,0.206,0.227,1.182,0.043,0.045,0.490,0.234,0.202,1.099
1.288,1.203,5.464,0.228,0.235,0.877,0.570,0.486,1.782,0.206,0.228,1.186,0.043,0.045,0.492,0.242,0.210,1.127
1.287,1.201,5.458,0.223,0.230,0.860,0.572,0.488,1.789,0.207,0.228,1.192,0.043,0.045,0.495,0.242,0.209,1.124
1.286,1.201,5.461,0.217,0.224,0.836,0.575,0.490,1.798,0.208,0.230,1.199,0.043,0.045,0.498,0.243,0.211,1.130
1.287,1.200,5.464,0.214,0.220,0.822,0.579,0.494,1.809,0.210,0.232,1.209,0.043,0.046,0.502,0.242,0.209,1.122
1.291,1.203,5.481,0.212,0.218,0.815,0.583,0.497,1.823,0.212,0.234,1.220,0.044,0.046,0.507,0.241,0.208,1.116
1.298,1.210,5.513,0.210,0.216,0.809,0.589,0.502,1.841,0.214,0.237,1.234,0.044,0.046,0.512,0.241,0.208,1.116
1.312,1.223,5.572,0.207,0.214,0.799,0.596,0.509,1.865,0.218,0.240,1.253,0.044,0.047,0.519,0.246,0.214,1.135
1.337,1.245,5.673,0.207,0.214,0.798,0.607,0.518,1.898,0.222,0.245,1.279,0.045,0.047,0.528,0.255,0.222,1.170
1.391,1.295,5.892,0.208,0.215,0.802,0.622,0.531,1.947,0.228,0.251,1.315,0.046,0.048,0.539,0.287,0.250,1.291
1.500,1.394,6.319,0.211,0.218,0.814,0.651,0.555,2.034,0.238,0.261,1.371,0.046,0.048,0.554,0.354,0.312,1.546
1.567,1.455,6.584,0.219,0.225,0.842,0.709,0.605,2.216,0.254,0.278,1.465,0.047,0.049,0.574,0.337,0.297,1.487
1.679,1.558,7.022,0.223,0.229,0.857,0.737,0.630,2.304,0.264,0.288,1.522,0.048,0.050,0.589,0.406,0.360,1.749
