Country Code,Country,Sitename,Location,Status,Gross (MWe),Capacity (MWt),Mean LF (%),2013 LF (%),lat (-90 to 90),lng (-180 to 180),alt (m),,
GB,UNITED KINGDOM,HUNTERSTON B-1,HUNTERSTON,Operational,644,1496,70.5,100.7,55.72209,-4.89009,64.9,PRIS,Map
GB,UNITED KINGDOM,HUNTERSTON B-2,HUNTERSTON,Operational,644,1496,70.3,91.1,55.72209,-4.89009,64.9,PRIS,Map
GB,UNITED KINGDOM,DUNGENESS B-1,Romney Marsh,Operational,615,1500,42.1,63.5,50.913889,0.963889,41.1,PRIS,Map
GB,UNITED KINGDOM,DUNGENESS B-2,Romney Marsh,Operational,615,1500,48.9,41,50.913889,0.963889,41.1,PRIS,Map
GB,UNITED KINGDOM,HARTLEPOOL A-1,HARTLEPOOL,Operational,655,1500,67.9,76.6,54.635,-1.18083,50.4,PRIS,Map
GB,UNITED KINGDOM,HARTLEPOOL A-2,HARTLEPOOL,Operational,655,1500,70.1,58.8,54.635,-1.18083,50.4,PRIS,Map
GB,UNITED KINGDOM,CHAPELCROSS-1,ANNAN,Permanent Shutdown,60,260,85.5,0,55.01566,-3.22605,129.8,PRIS,Map
GB,UNITED KINGDOM,CHAPELCROSS-2,ANNAN,Permanent Shutdown,60,260,85.5,0,55.01566,-3.22605,129.8,PRIS,Map
GB,UNITED KINGDOM,CHAPELCROSS-3,ANNAN,Permanent Shutdown,60,260,85.5,0,55.01566,-3.22605,129.8,PRIS,Map
GB,UNITED KINGDOM,CHAPELCROSS-4,ANNAN,Permanent Shutdown,60,260,85.5,0,55.01566,-3.22605,129.8,PRIS,Map
GB,UNITED KINGDOM,HEYSHAM A-1,HEYSHAM,Operational,625,1500,69.3,55.3,54.02889,-2.91611,56.7,PRIS,Map
GB,UNITED KINGDOM,HEYSHAM A-2,HEYSHAM,Operational,625,1500,67,79.9,54.02889,-2.91611,56.7,PRIS,Map
GB,UNITED KINGDOM,HEYSHAM B-1,HEYSHAM,Operational,680,1550,76.6,89,54.02889,-2.91611,56.7,PRIS,Map
GB,UNITED KINGDOM,HEYSHAM B-2,HEYSHAM,Operational,680,1550,74.2,75.9,54.02889,-2.91611,56.7,PRIS,Map
GB,UNITED KINGDOM,TORNESS-1,DUNBAR,Operational,682,1623,71.5,89.7,55.96799,-2.40908,64.0,PRIS,Map
GB,UNITED KINGDOM,TORNESS-2,DUNBAR,Operational,682,1623,71.6,89.6,55.96799,-2.40908,64.0,PRIS,Map
GB,UNITED KINGDOM,SIZEWELL B,Leiston,Operational,1250,3425,82.9,83,52.215,1.61972,46.3,PRIS,Map
GB,UNITED KINGDOM,BERKELEY-1,RIVER SEVERN,Permanent Shutdown,166,620,58.2,0,51.6925,-2.493611,55.3,PRIS,Map
GB,UNITED KINGDOM,BERKELEY-2,RIVER SEVERN,Permanent Shutdown,166,620,58,0,51.6925,-2.493611,55.3,PRIS,Map
GB,UNITED KINGDOM,BRADWELL-1,BLACKWATER ESTUARY,Permanent Shutdown,146,481,65.5,0,51.74139,0.89694,51.2,PRIS,Map
GB,UNITED KINGDOM,BRADWELL-2,BLACKWATER ESTUARY,Permanent Shutdown,146,481,65.5,0,51.74139,0.89694,51.2,PRIS,Map
GB,UNITED KINGDOM,WINDSCALE AGR,WINDSCALE,Permanent Shutdown,36,120,59.8,0,0,0,-4924.6,PRIS,Map
GB,UNITED KINGDOM,HUNTERSTON A-1,HUNTERSTON,Permanent Shutdown,173,595,81.6,0,55.72222,-4.89,64.8,PRIS,Map
GB,UNITED KINGDOM,HUNTERSTON A-2,HUNTERSTON,Permanent Shutdown,173,595,81.6,0,55.72222,-4.89,64.8,PRIS,Map
GB,UNITED KINGDOM,HINKLEY POINT A-1,HINKLEY POINT,Permanent Shutdown,267,900,72.4,0,51.208739,-3.133743,59.2,PRIS,Map
GB,UNITED KINGDOM,HINKLEY POINT A-2,HINKLEY POINT,Permanent Shutdown,267,900,72.4,0,51.209034,-3.127477,57.3,PRIS,Map
GB,UNITED KINGDOM,TRAWSFYNYDD-1,MERIONETHSHIRE,Permanent Shutdown,235,850,79.6,0,52.9248639,-3.9484389,250.6,PRIS,Map
GB,UNITED KINGDOM,TRAWSFYNYDD-2,MERIONETHSHIRE,Permanent Shutdown,235,850,79.6,0,52.9248639,-3.9484389,250.6,PRIS,Map
GB,UNITED KINGDOM,DUNGENESS A-1,ROMNEY MARSH,Permanent Shutdown,230,840,74,0,50.913889,0.963889,41.1,PRIS,Map
GB,UNITED KINGDOM,DUNGENESS A-2,ROMNEY MARSH,Permanent Shutdown,230,840,74.9,0,52.215,1.61972,46.3,PRIS,Map
HU,HUNGARY,PAKS-1,PAKS,Operational,500,1485,87,93.1,46.5725,18.85417,137.6,PRIS,Map
HU,HUNGARY,PAKS-2,PAKS,Operational,500,1485,81.6,91.6,46.5725,18.85417,137.6,PRIS,Map
HU,HUNGARY,PAKS-3,PAKS,Operational,500,1485,87,73.7,46.5725,18.85417,137.6,PRIS,Map
HU,HUNGARY,PAKS-4,PAKS,Operational,500,1485,89.1,93,46.5725,18.85417,137.6,PRIS,Map
IN,INDIA,TARAPUR-1,BOISAR,Operational,160,530,62.9,85.3,19.8289806,72.6612056,-64.6,PRIS,Map
IN,INDIA,KAKRAPAR-2,SURAT,Operational,220,801,73.7,95.5,21.23861,73.35,-13.4,PRIS,Map
IN,INDIA,RAJASTHAN-3,KOTA,Operational,220,801,74.6,97.8,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,RAJASTHAN-4,KOTA,Operational,220,801,75.6,93.4,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,KAIGA-1,KAIGA,Operational,220,801,68.4,81.4,14.8653222,74.4396417,-25.2,PRIS,Map
IN,INDIA,KAIGA-2,KAIGA,Operational,220,801,68.6,86.7,14.8653222,74.4396417,-25.2,PRIS,Map
IN,INDIA,KAIGA-3,KAIGA,Operational,220,800,54.8,88,14.8653222,74.4396417,-25.2,PRIS,Map
IN,INDIA,KAIGA-4,KAIGA,Operational,220,800,68,67.1,14.8653222,74.4396417,-25.2,PRIS,Map
IN,INDIA,RAJASTHAN-5,KOTA,Operational,220,801,94.9,104.1,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,TARAPUR-2,BOISAR,Operational,160,530,63.2,32.3,19.8289806,72.6612056,-64.6,PRIS,Map
IN,INDIA,RAJASTHAN-6,KOTA,Operational,220,801,79.9,86.6,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,RAJASTHAN-7,KOTA,Under Construction,700,2177,0,0,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,RAJASTHAN-8,KOTA,Under Construction,700,2177,0,0,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,TARAPUR-3,BOISAR,Operational,540,1730,67.7,80.3,19.8289806,72.6612056,-64.6,PRIS,Map
IN,INDIA,TARAPUR-4,BOISAR,Operational,540,1730,57.8,82.2,19.8289806,72.6612056,-64.6,PRIS,Map
IN,INDIA,RAJASTHAN-1,KOTA,Operational,100,346,19.3,0,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,RAJASTHAN-2,KOTA,Operational,200,693,54.7,91.5,24.87222,75.61389,312.1,PRIS,Map
IN,INDIA,MADRAS-1,MADRAS,Operational,220,801,51,70.2,12.5575,80.175,-89.6,PRIS,Map
IN,INDIA,MADRAS-2,MADRAS,Operational,220,801,54.6,31.3,12.5575,80.175,-89.6,PRIS,Map
IN,INDIA,NARORA-1,NARORA,Operational,220,801,52.7,69.2,28.15806,78.40944,128.9,PRIS,Map
IN,INDIA,NARORA-2,NARORA,Operational,220,801,56,60.2,28.15806,78.40944,128.9,PRIS,Map
IN,INDIA,KAKRAPAR-1,SURAT,Operational,220,801,61.8,96.7,21.23861,73.35,-13.4,PRIS,Map
IR,IRAN,BUSHEHR-1,HALILEH,Operational,1000,3000,95.4,95.4,28.8296222,50.8859611,-8.6,PRIS,Map
IT,ITALY,LATINA,BORGO SABOTINO,Permanent Shutdown,160,660,70.3,0,41.42529,12.807246,53.2,PRIS,Map
IT,ITALY,GARIGLIANO,SESSA AURUNEA,Permanent Shutdown,160,506,39,0,41.25849,13.83492,57.3,PRIS,Map
IT,ITALY,ENRICO FERMI,TRINO VERCELLESE,Permanent Shutdown,270,870,45.3,0,45.1840944,8.2775556,204.3,PRIS,Map
IT,ITALY,CAORSO,CAORSO,Permanent Shutdown,882,2651,36.7,0,45.07206,9.87214,81.5,PRIS,Map
JP,JAPAN,JPDR,TOKAI-MURA,Permanent Shutdown,13,90,0,0,35.75444,136.01639,109.5,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAIICHI-3,OHKUMA-MACHI,Permanent Shutdown,784,2381,65.3,0,37.42306,141.03306,58.6,PRIS,Map
JP,JAPAN,HAMAOKA-1,OMAEZAKI-SHI,Permanent Shutdown,540,1593,47.9,0,34.62361,138.1425,59.1,PRIS,Map
JP,JAPAN,GENKAI-1,GENKAI-CHO,Operational,559,1650,70.8,0,33.51556,129.83722,50.9,PRIS,Map
JP,JAPAN,TAKAHAMA-2,TAKAHAMA,Operational,826,2440,66.2,0,35.5219917,135.5039556,110.1,PRIS,Map
JP,JAPAN,MIHAMA-3,MIHAMA,Operational,826,2440,66.6,0,35.703475,135.9635778,35.3,PRIS,Map
JP,JAPAN,OHI-1,OHI,Operational,1175,3423,62.4,0,35.540625,135.6520333,54.2,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAIICHI-4,OHKUMA-MACHI,Permanent Shutdown,784,2381,70,0,37.42306,141.03306,58.6,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAIICHI-5,OHKUMA-MACHI,Permanent Shutdown,784,2381,65.5,0,37.42306,141.03306,58.6,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAIICHI-6,OHKUMA-MACHI,Permanent Shutdown,1100,3293,64.2,0,37.42306,141.03306,58.6,PRIS,Map
JP,JAPAN,OHI-2,OHI,Operational,1175,3423,69.2,0,35.540625,135.6520333,54.2,PRIS,Map
JP,JAPAN,TOKAI-1,TOKAI MURA,Permanent Shutdown,166,587,70.8,0,36.46639,140.60667,44.5,PRIS,Map
JP,JAPAN,FUGEN ATR,TSURUGA,Permanent Shutdown,165,557,61.9,0,35.75444,136.01639,109.5,PRIS,Map
JP,JAPAN,TOKAI-2,TOKAI MURA,Operational,1100,3293,67.2,0,36.46639,140.60667,44.5,PRIS,Map
JP,JAPAN,ONAGAWA-1,"ONAGAWA, ISHINOMAKI",Operational,524,1593,61,0,38.40111,141.49972,62.5,PRIS,Map
JP,JAPAN,IKATA-1,IKATA-CHO,Operational,566,1650,73.5,0,33.49083,132.31139,170.1,PRIS,Map
JP,JAPAN,HAMAOKA-2,OMAEZAKI-SHI,Permanent Shutdown,840,2436,59.6,0,34.62361,138.1425,59.1,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAINI-1,NARAHA-MACHI,Operational,1100,3293,68.8,0,37.31639,141.02556,50.9,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAINI-2,NARAHA-MACHI,Operational,1100,3293,67.5,0,37.31639,141.02556,50.9,PRIS,Map
JP,JAPAN,GENKAI-2,GENKAI-CHO,Operational,559,1650,74.8,0,33.51556,129.83722,50.9,PRIS,Map
JP,JAPAN,SENDAI-1,SATSUMASENDAI,Operational,890,2660,76.2,0,31.83361,130.18972,44.0,PRIS,Map
JP,JAPAN,TAKAHAMA-3,TAKAHAMA,Operational,870,2660,79.1,0,35.5219917,135.5039556,110.1,PRIS,Map
JP,JAPAN,TSURUGA-1,TSURUGA CITY,Operational,357,1070,62.2,0,35.75194,136.01889,108.3,PRIS,Map
JP,JAPAN,TAKAHAMA-4,TAKAHAMA,Operational,870,2660,78.6,0,35.5219917,135.5039556,110.1,PRIS,Map
JP,JAPAN,MONJU,TSURUGA,Long-term Shutdown,280,714,0,0,35.74028,135.98806,184.2,PRIS,Map
JP,JAPAN,IKATA-2,IKATA-CHO,Operational,566,1650,77.2,0,33.49083,132.31139,170.1,PRIS,Map
JP,JAPAN,KASHIWAZAKI KARIWA-1,KASHIWAZAKI-SHI,Operational,1100,3293,59.6,0,37.4283,138.6017,93.6,PRIS,Map
JP,JAPAN,TSURUGA-2,TSURUGA CITY,Operational,1160,3411,70.3,0,35.75194,136.01889,108.3,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAINI-3,NARAHA-MACHI,Operational,1100,3293,60.4,0,37.31639,141.02556,50.9,PRIS,Map
JP,JAPAN,HAMAOKA-3,OMAEZAKI-SHI,Operational,1100,3293,68.8,0,34.62361,138.1425,59.1,PRIS,Map
JP,JAPAN,SENDAI-2,SATSUMASENDAI,Operational,890,2660,78,0,31.83361,130.18972,44.0,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAINI-4,NARAHA-MACHI,Operational,1100,3293,64.5,0,37.31639,141.02556,46.4,PRIS,Map
JP,JAPAN,KASHIWAZAKI KARIWA-2,KASHIWAZAKI-SHI,Operational,1100,3293,53.6,0,37.4283,138.6017,71.1,PRIS,Map
JP,JAPAN,MIHAMA-1,MIHAMA,Operational,340,1031,49.8,0,35.703475,135.9635778,98.2,PRIS,Map
JP,JAPAN,KASHIWAZAKI KARIWA-5,KASHIWAZAKI-SHI,Operational,1100,3293,60.8,0,37.4283,138.6017,71.1,PRIS,Map
JP,JAPAN,SHIMANE-2,MATSUE,Operational,820,2436,74,0,35.53833,132.99917,81.7,PRIS,Map
JP,JAPAN,TOMARI-1,TOMARI VILLAGE,Operational,579,1650,76.4,0,43.03611,140.5125,59.8,PRIS,Map
JP,JAPAN,TOMARI-2,TOMARI VILLAGE,Operational,579,1650,75.6,0,43.03611,140.5125,59.8,PRIS,Map
JP,JAPAN,GENKAI-3,GENKAI-CHO,Operational,1180,3423,73.2,0,33.51556,129.83722,70.8,PRIS,Map
JP,JAPAN,GENKAI-4,GENKAI-CHO,Operational,1180,3423,76.3,0,33.51556,129.83722,70.8,PRIS,Map
JP,JAPAN,IKATA-3,IKATA-CHO,Operational,890,2660,76.6,0,33.49083,132.31139,195.6,PRIS,Map
JP,JAPAN,SHIKA-1,SHIKA-MACHI,Operational,530,1593,61.3,0,37.06111,136.72639,59.6,PRIS,Map
JP,JAPAN,HAMAOKA-4,OMAEZAKI-SHI,Operational,1137,3293,69.4,0,34.62361,138.1425,45.1,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAIICHI-1,OHKUMA-MACHI,Permanent Shutdown,460,1380,53.3,0,37.42306,141.03306,64.8,PRIS,Map
JP,JAPAN,OHI-3,OHI,Operational,1180,3423,77,68.7,35.540625,135.6520333,52.8,PRIS,Map
JP,JAPAN,OHI-4,OHI,Operational,1180,3423,81.9,72.6,35.540625,135.6520333,52.8,PRIS,Map
JP,JAPAN,KASHIWAZAKI KARIWA-3,KASHIWAZAKI-SHI,Operational,1100,3293,51.1,0,37.4283,138.6017,71.1,PRIS,Map
JP,JAPAN,KASHIWAZAKI KARIWA-4,KASHIWAZAKI-SHI,Operational,1100,3293,49.4,0,37.4283,138.6017,71.1,PRIS,Map
JP,JAPAN,ONAGAWA-2,"ONAGAWA, ISHINOMAKI",Operational,825,2436,62,0,38.40111,141.49972,76.5,PRIS,Map
JP,JAPAN,KASHIWAZAKI KARIWA-6,KASHIWAZAKI-SHI,Operational,1356,3926,65.7,0,37.4283,138.6017,71.1,PRIS,Map
JP,JAPAN,KASHIWAZAKI KARIWA-7,KASHIWAZAKI-SHI,Operational,1356,3926,60,0,37.4283,138.6017,71.1,PRIS,Map
JP,JAPAN,ONAGAWA-3,"ONAGAWA, ISHINOMAKI",Operational,825,2436,52.9,0,38.40111,141.49972,76.5,PRIS,Map
JP,JAPAN,MIHAMA-2,MIHAMA,Operational,500,1456,59.5,0,35.703475,135.9635778,98.2,PRIS,Map
JP,JAPAN,SHIMANE-1,MATSUE,Operational,460,1380,66.3,0,35.53833,132.99917,81.7,PRIS,Map
JP,JAPAN,TAKAHAMA-1,TAKAHAMA,Operational,826,2440,65.1,0,35.5219917,135.5039556,214.8,PRIS,Map
JP,JAPAN,FUKUSHIMA-DAIICHI-2,OHKUMA-MACHI,Permanent Shutdown,784,2381,60.8,0,37.42306,141.03306,64.8,PRIS,Map
KR,SOUTH KOREA,KORI-1,Gijang-gun,Operational,608,1729,74.9,49.9,35.319904,129.290053,33.6,PRIS,Map
KR,SOUTH KOREA,HANUL-2,Ulchin-gun,Operational,1008,2775,88.9,88.4,37.09278,129.38361,82.6,PRIS,Map
KR,SOUTH KOREA,HANBIT-3,Yeonggwang-gun,Operational,1050,2825,89.2,54,35.415,126.42389,72.4,PRIS,Map
KR,SOUTH KOREA,HANBIT-4,Yeonggwang-gun,Operational,1049,2825,91.6,86.6,35.415,126.42389,72.4,PRIS,Map
KR,SOUTH KOREA,HANUL-3,Ulchin-gun,Operational,1050,2825,90.5,100.3,37.09278,129.38361,82.6,PRIS,Map
KR,SOUTH KOREA,HANUL-4,Ulchin-gun,Operational,1053,2825,80.2,37.8,37.09278,129.38361,82.6,PRIS,Map
KR,SOUTH KOREA,WOLSONG-3,Gyeongju-si,Operational,698,2061,94.6,91,35.71667,129.47778,113.7,PRIS,Map
KR,SOUTH KOREA,WOLSONG-4,Gyeongju-si,Operational,703,2061,96,89,35.71667,129.47778,113.7,PRIS,Map
KR,SOUTH KOREA,HANBIT-5,Yeonggwang-gun,Operational,1053,2825,88.6,93.8,35.415,126.42389,72.4,PRIS,Map
KR,SOUTH KOREA,HANBIT-6,Yeonggwang-gun,Operational,1052,2825,90,97.9,35.415,126.42389,72.4,PRIS,Map
KR,SOUTH KOREA,HANUL-5,Ulchin-gun,Operational,1051,2815,92.8,85.7,37.09278,129.38361,82.6,PRIS,Map
KR,SOUTH KOREA,KORI-2,Gijang-gun,Operational,676,1882,87.9,80.4,35.319904,129.290053,33.6,PRIS,Map
KR,SOUTH KOREA,HANUL-6,Ulchin-gun,Operational,1051,2825,93.2,99.9,37.09278,129.38361,82.6,PRIS,Map
KR,SOUTH KOREA,WOLSONG-1,Gyeongju-si,Operational,687,2061,77.5,0,35.71667,129.47778,113.7,PRIS,Map
KR,SOUTH KOREA,WOLSONG-2,Gyeongju-si,Operational,678,2061,93.8,83.6,35.71667,129.47778,113.7,PRIS,Map
KR,SOUTH KOREA,KORI-3,Gijang-gun,Operational,1042,2912,89,100.1,35.319904,129.290053,33.6,PRIS,Map
KR,SOUTH KOREA,KORI-4,Gijang-gun,Operational,1041,2912,90.4,75.5,35.319904,129.290053,33.6,PRIS,Map
KR,SOUTH KOREA,HANBIT-1,Yeonggwang-gun,Operational,996,2787,90.2,82.2,35.415,126.42389,72.4,PRIS,Map
KR,SOUTH KOREA,HANBIT-2,Yeonggwang-gun,Operational,993,2787,88.2,74.8,35.415,126.42389,72.4,PRIS,Map
KR,SOUTH KOREA,HANUL-1,Ulchin-gun,Operational,1003,2785,87,86,37.09278,129.38361,82.6,PRIS,Map
KZ,KAZAKHSTAN,AKTAU,MANGYSTAU,Permanent Shutdown,90,1000,0,0,43.607,51.283,-33.0,PRIS,Map
LT,LITHUANIA,IGNALINA-1,VISAGINAS,Permanent Shutdown,1300,4800,53.9,0,55.60444,26.56,174.8,PRIS,Map
LT,LITHUANIA,IGNALINA-2,VISAGINAS,Permanent Shutdown,1300,4800,64.4,0,55.60444,26.56,174.8,PRIS,Map
MX,MEXICO,LAGUNA VERDE-1,ALTO LUCERO,Operational,700,2027,76.4,98.2,19.72083,-96.40639,-10.5,PRIS,Map
MX,MEXICO,LAGUNA VERDE-2,ALTO LUCERO,Operational,700,2027,80.2,97.1,19.72083,-96.40639,-10.5,PRIS,Map
NL,NETHERLANDS,DODEWAARD,DODEWAARD,Permanent Shutdown,60,183,82,0,51.89972,5.68611,54.7,PRIS,Map
NL,NETHERLANDS,BORSSELE,BORSSELE,Operational,515,1366,83.7,64.8,51.43083,3.71833,42.7,PRIS,Map
PK,PAKISTAN,KANUPP,Karachi,Operational,100,337,28.8,60.9,24.847167,66.78825,-21.0,PRIS,Map
PK,PAKISTAN,CHASNUPP-1,KUNDIAN,Operational,325,999,74.4,83.3,32.39028,71.4625,158.6,PRIS,Map
PK,PAKISTAN,CHASNUPP-2,KUNDIAN,Operational,325,999,76.9,64.7,32.39028,71.4625,158.6,PRIS,Map
RO,ROMANIA,CERNAVODA-1,CERNAVODA,Operational,706,2180,89.7,98.7,44.32222,28.05722,98.9,PRIS,Map
RO,ROMANIA,CERNAVODA-2,CERNAVODA,Operational,705,2180,93.8,89.1,44.32222,28.05722,98.9,PRIS,Map
RU,RUSSIA,APS-1 OBNINSK,OBNINSK,Permanent Shutdown,6,30,0,0,55.08417,36.56972,165.4,PRIS,Map
RU,RUSSIA,NOVOVORONEZH-4,NOVOVORONEZHSKIY,Operational,417,1375,78.2,90.1,51.275,39.2,102.5,PRIS,Map
RU,RUSSIA,BELOYARSK-4,ZARECHNYY,Under Construction,864,2100,0,0,56.84167,61.3225,218.0,PRIS,Map
RU,RUSSIA,KOLA-1,POLYARNYYE ZORI,Operational,440,1375,65.5,66.1,67.467,32.467,164.9,PRIS,Map
RU,RUSSIA,KOLA-2,POLYARNYYE ZORI,Operational,440,1375,66.3,67,67.467,32.467,164.9,PRIS,Map
RU,RUSSIA,BILIBINO-1,Bilibino,Operational,12,62,52.9,39.1,68.05028,166.53861,443.9,PRIS,Map
RU,RUSSIA,BILIBINO-2,Bilibino,Operational,12,62,53.6,44.8,68.05028,166.53861,443.9,PRIS,Map
RU,RUSSIA,BILIBINO-3,Bilibino,Operational,12,62,55.1,45.5,68.05028,166.53861,443.9,PRIS,Map
RU,RUSSIA,BILIBINO-4,Bilibino,Operational,12,62,53.8,47.2,68.05028,166.53861,443.9,PRIS,Map
RU,RUSSIA,LENINGRAD-1,SOSNOVYY BOR,Operational,1000,3200,68.7,0,59.84722,29.04361,34.5,PRIS,Map
RU,RUSSIA,LENINGRAD-2,SOSNOVYY BOR,Operational,1000,3200,70.1,40.9,59.84722,29.04361,34.5,PRIS,Map
RU,RUSSIA,KURSK-1,KURCHATOV,Operational,1000,3200,62.4,83.4,51.675,35.60556,170.5,PRIS,Map
RU,RUSSIA,NOVOVORONEZH-5,NOVOVORONEZHSKIY,Operational,1000,3000,63.5,86.6,51.275,39.2,102.5,PRIS,Map
RU,RUSSIA,BELOYARSK-3,ZARECHNYY,Operational,600,1470,74.2,78.3,56.84167,61.3225,218.0,PRIS,Map
RU,RUSSIA,KURSK-2,KURCHATOV,Operational,1000,3200,63.2,19.6,51.675,35.60556,170.5,PRIS,Map
RU,RUSSIA,SMOLENSK-1,DESNOGORSK,Operational,1000,3200,72.4,96,54.1691611,33.2466361,221.8,PRIS,Map
RU,RUSSIA,SMOLENSK-2,DESNOGORSK,Operational,1000,3200,73.7,32.5,54.1691611,33.2466361,221.8,PRIS,Map
RU,RUSSIA,BELOYARSK-1,ZARECHNYY,Permanent Shutdown,108,286,0,0,56.84167,61.3225,218.0,PRIS,Map
RU,RUSSIA,KALININ-1,UDOMLYA,Operational,1000,3000,74.8,83.7,57.90556,35.06028,172.4,PRIS,Map
RU,RUSSIA,KALININ-2,UDOMLYA,Operational,1000,3000,76.7,103.8,57.90556,35.06028,172.4,PRIS,Map
RU,RUSSIA,KOLA-3,POLYARNYYE ZORI,Operational,440,1375,69,62.9,67.467,32.467,164.9,PRIS,Map
RU,RUSSIA,KOLA-4,POLYARNYYE ZORI,Operational,440,1375,71.7,71.5,67.467,32.467,164.9,PRIS,Map
RU,RUSSIA,LENINGRAD-3,SOSNOVYY BOR,Operational,1000,3200,70.5,85.1,59.84722,29.04361,34.5,PRIS,Map
RU,RUSSIA,LENINGRAD-4,SOSNOVYY BOR,Operational,1000,3200,72,86.3,59.84722,29.04361,34.5,PRIS,Map
RU,RUSSIA,KALININ-3,UDOMLYA,Operational,1000,3200,84.6,78.2,57.90556,35.06028,172.4,PRIS,Map
RU,RUSSIA,KALININ-4,UDOMLYA,Operational,1000,3200,76.2,76.2,57.90556,35.06028,172.4,PRIS,Map
RU,RUSSIA,KURSK-3,KURCHATOV,Operational,1000,3200,72.3,89.6,51.675,35.60556,170.5,PRIS,Map
RU,RUSSIA,KURSK-4,KURCHATOV,Operational,1000,3200,76,76.7,51.675,35.60556,170.5,PRIS,Map
RU,RUSSIA,NOVOVORONEZH-1,NOVOVORONEZHSKIY,Permanent Shutdown,210,760,0,0,51.275,39.2,102.5,PRIS,Map
RU,RUSSIA,ROSTOV-1,ROSTOV OBLAST,Operational,1000,3200,90.3,102.8,47.5993417,42.3718778,42.2,PRIS,Map
RU,RUSSIA,BELOYARSK-2,ZARECHNYY,Permanent Shutdown,160,530,0,0,56.84167,61.3225,218.0,PRIS,Map
RU,RUSSIA,ROSTOV-2,ROSTOV OBLAST,Operational,1000,3200,90.8,94.1,47.5993417,42.3718778,42.2,PRIS,Map
RU,RUSSIA,ROSTOV-3,ROSTOV OBLAST,Under Construction,1100,3000,0,0,47.5993417,42.3718778,42.2,PRIS,Map
RU,RUSSIA,ROSTOV-4,ROSTOV OBLAST,Under Construction,1100,3000,0,0,47.5993417,42.3718778,42.2,PRIS,Map
RU,RUSSIA,SMOLENSK-3,DESNOGORSK,Operational,1000,3200,79.4,98,54.1691611,33.2466361,221.8,PRIS,Map
RU,RUSSIA,NOVOVORONEZH-2,NOVOVORONEZHSKIY,Permanent Shutdown,365,1320,0,0,51.275,39.2,102.5,PRIS,Map
RU,RUSSIA,NOVOVORONEZH-3,NOVOVORONEZHSKIY,Operational,417,1375,70.8,85.8,51.275,39.2,102.5,PRIS,Map
RU,RUSSIA,BALAKOVO-1,BALAKOVO,Operational,1000,3000,68.8,105.4,52.09111,47.95528,31.5,PRIS,Map
RU,RUSSIA,BALAKOVO-2,BALAKOVO,Operational,1000,3000,70.1,98.8,52.09111,47.95528,31.5,PRIS,Map
RU,RUSSIA,BALAKOVO-3,BALAKOVO,Operational,1000,3000,73.5,88.7,52.09111,47.95528,31.5,PRIS,Map
RU,RUSSIA,BALAKOVO-4,BALAKOVO,Operational,1000,3200,78.7,94.3,52.09111,47.95528,31.5,PRIS,Map
SE,SWEDEN,AGESTA,AGESTA,Permanent Shutdown,12,80,0,0,59.2060222,18.0828722,77.5,PRIS,Map
SE,SWEDEN,RINGHALS-4,RINGHALS,Operational,990,2775,80,89.6,57.25972,12.11083,59.1,PRIS,Map
SE,SWEDEN,FORSMARK-2,OESTHAMMAR,Operational,1158,3253,79.8,91.1,60.40333,18.16667,33.9,PRIS,Map
SE,SWEDEN,OSKARSHAMN-3,OSKARSHAMN,Operational,1450,3900,77.5,77,57.41556,16.67111,32.6,PRIS,Map
SE,SWEDEN,FORSMARK-3,OESTHAMMAR,Operational,1212,3300,84.9,88,60.40333,18.16667,33.9,PRIS,Map
SE,SWEDEN,OSKARSHAMN-1,OSKARSHAMN,Operational,492,1375,60.1,13.1,57.41556,16.67111,32.6,PRIS,Map
SE,SWEDEN,OSKARSHAMN-2,OSKARSHAMN,Operational,661,1800,75.3,31,57.41556,16.67111,32.6,PRIS,Map
SE,SWEDEN,RINGHALS-1,RINGHALS,Operational,910,2540,67.1,79.6,57.25972,12.11083,59.1,PRIS,Map
SE,SWEDEN,RINGHALS-2,RINGHALS,Operational,847,2500,67.6,85,57.25972,12.11083,59.1,PRIS,Map
SE,SWEDEN,BARSEBACK-1,BARSEBACK,Permanent Shutdown,615,1800,75,0,55.74444,12.92083,37.0,PRIS,Map
SE,SWEDEN,RINGHALS-3,RINGHALS,Operational,1117,3135,75.7,74.6,57.25972,12.11083,59.1,PRIS,Map
SE,SWEDEN,BARSEBACK-2,BARSEBACK,Permanent Shutdown,615,1800,75.5,0,55.74444,12.92083,37.0,PRIS,Map
