Country Code,Country,Sitename,Location,Status,Gross (MWe),Capacity (MWt),Mean LF (%),2013 LF (%),lat (-90 to 90),lng (-180 to 180),alt (m),,
SE,SWEDEN,FORSMARK-1,OESTHAMMAR,Operational,1022,2928,81.8,87.5,60.40333,18.16667,33.9,PRIS,Map
SI,SLOVENIA,KRSKO,KRSKO,Operational,727,1994,83.8,83.6,45.93833,15.51556,245.0,PRIS,Map
SK,SLOVAKIA,BOHUNICE A1,Jaslovské Bohunice,Permanent Shutdown,143,560,26.2,0,48.49444,17.68194,212.2,PRIS,Map
SK,SLOVAKIA,MOCHOVCE-3,LEVICE,Under Construction,471,1375,0,0,48.26389,18.45694,278.4,PRIS,Map
SK,SLOVAKIA,MOCHOVCE-4,LEVICE,Under Construction,471,1375,0,0,48.26389,18.45694,278.4,PRIS,Map
SK,SLOVAKIA,BOHUNICE-3,Jaslovske Bohunice,Operational,505,1471,78,90.1,48.49444,17.68194,212.2,PRIS,Map
SK,SLOVAKIA,BOHUNICE-4,Jaslovske Bohunice,Operational,505,1471,79.3,91.8,48.49444,17.68194,212.2,PRIS,Map
SK,SLOVAKIA,BOHUNICE-1,Jaslovske Bohunice,Permanent Shutdown,440,1375,72,0,48.49444,17.68194,212.2,PRIS,Map
SK,SLOVAKIA,BOHUNICE-2,Jaslovske Bohunice,Permanent Shutdown,440,1375,74.9,0,48.49444,17.68194,212.2,PRIS,Map
SK,SLOVAKIA,MOCHOVCE-1,LEVICE,Operational,470,1471,83.6,92.3,48.26389,18.45694,278.4,PRIS,Map
SK,SLOVAKIA,MOCHOVCE-2,LEVICE,Operational,470,1471,82.7,93.8,48.26389,18.45694,278.4,PRIS,Map
TW,TAIWAN,CHINSHAN-1,SHIHMEN HSIANG,Operational,636,1840,82.6,72.7,25.28583,121.58611,93.3,PRIS,Map
TW,TAIWAN,CHINSHAN-2,SHIHMEN HSIANG,Operational,636,1840,83.5,97.3,25.28583,121.58611,93.3,PRIS,Map
TW,TAIWAN,KUOSHENG-1,KUOSHENG,Operational,1020,2943,82.6,91.1,25.20278,121.6625,114.6,PRIS,Map
TW,TAIWAN,KUOSHENG-2,KUOSHENG,Operational,1020,2943,82.9,90.2,25.20278,121.6625,114.6,PRIS,Map
TW,TAIWAN,MAANSHAN-1,HENG CHUN,Operational,951,2822,86.1,86.4,21.95833,120.75139,48.9,PRIS,Map
TW,TAIWAN,MAANSHAN-2,HENG CHUN,Operational,951,2822,87.3,100.5,21.95833,120.75139,48.9,PRIS,Map
TW,TAIWAN,LUNGMEN 1,GONGLIAD,Under Construction,1350,3926,0,0,25.03861,121.92417,77.9,PRIS,Map
TW,TAIWAN,LUNGMEN 2,GONGLIAD,Under Construction,1350,3926,0,0,25.03861,121.92417,77.9,PRIS,Map
UA,UKRAINE,ZAPOROZHYE-5,ENERGODAR,Operational,1000,3000,74.7,83,47.51222,34.58583,43.5,PRIS,Map
UA,UKRAINE,ZAPOROZHYE-6,ENERGODAR,Operational,1000,3000,78.4,76.4,47.51222,34.58583,43.5,PRIS,Map
UA,UKRAINE,CHERNOBYL-1,PRIPYAT,Permanent Shutdown,800,3200,64.2,0,51.3895528,30.0991472,132.7,PRIS,Map
UA,UKRAINE,CHERNOBYL-2,PRIPYAT,Permanent Shutdown,1000,3200,0,0,51.3,30.005,157.8,PRIS,Map
UA,UKRAINE,ROVNO-1,KUZNETSOVSK,Operational,420,1375,74.9,45.2,51.32778,25.89167,217.4,PRIS,Map
UA,UKRAINE,ROVNO-2,KUZNETSOVSK,Operational,415,1375,77.4,68.2,51.32778,25.89167,217.4,PRIS,Map
UA,UKRAINE,ROVNO-3,KUZNETSOVSK,Operational,1000,3000,67.7,72.9,51.32778,25.89167,217.4,PRIS,Map
UA,UKRAINE,KHMELNITSKI-1,NETESHIN,Operational,1000,3000,74.7,82.6,50.3014056,26.64975,241.0,PRIS,Map
UA,UKRAINE,KHMELNITSKI-2,NETESHIN,Operational,1000,3000,75.9,84.4,50.3014056,26.64975,241.0,PRIS,Map
UA,UKRAINE,CHERNOBYL-3,PRIPYAT,Permanent Shutdown,1000,3200,63.8,0,51.38972,30.09917,132.7,PRIS,Map
UA,UKRAINE,CHERNOBYL-4,PRIPYAT,Permanent Shutdown,1000,3200,0,0,51.38972,30.09917,132.7,PRIS,Map
UA,UKRAINE,SOUTH UKRAINE-1,NIKOLAYEV OBLAST,Operational,1000,3000,65.1,21.2,47.81667,31.21667,135.3,PRIS,Map
UA,UKRAINE,SOUTH UKRAINE-2,NIKOLAYEV OBLAST,Operational,1000,3000,65.1,73.8,47.81667,31.21667,135.3,PRIS,Map
UA,UKRAINE,SOUTH UKRAINE-3,NIKOLAYEV OBLAST,Operational,1000,3000,67.5,56.8,47.81667,31.21667,135.3,PRIS,Map
UA,UKRAINE,KHMELNITSKI-3,NETESHIN,Under Construction,1000,3200,0,0,50.3014056,26.64975,241.0,PRIS,Map
UA,UKRAINE,KHMELNITSKI-4,NETESHIN,Under Construction,1000,3200,0,0,50.3014056,26.64975,241.0,PRIS,Map
UA,UKRAINE,ZAPOROZHYE-1,ENERGODAR,Operational,1000,3000,64.9,69.9,47.51222,34.58583,43.5,PRIS,Map
UA,UKRAINE,ZAPOROZHYE-2,ENERGODAR,Operational,1000,3000,67.7,70.4,47.51222,34.58583,43.5,PRIS,Map
UA,UKRAINE,ROVNO-4,KUZNETSOVSK,Operational,1000,3000,64.3,60.6,51.32778,25.89167,217.4,PRIS,Map
UA,UKRAINE,ZAPOROZHYE-3,ENERGODAR,Operational,1000,3000,69.7,65.1,47.51222,34.58583,43.5,PRIS,Map
UA,UKRAINE,ZAPOROZHYE-4,ENERGODAR,Operational,1000,3000,73.1,77,47.51222,34.58583,43.5,PRIS,Map
US,UNITED STATES,ELK RIVER,[],Permanent Shutdown,24,58,0,0,45.295172,-93.5567,246.1,PRIS,Map
US,UNITED STATES,DRESDEN-1,MORRIS,Permanent Shutdown,207,700,0,0,41.38972,-88.26806,132.4,PRIS,Map
US,UNITED STATES,PATHFINDER,[],Permanent Shutdown,63,220,0,0,43.60361,-96.6375,403.4,PRIS,Map
US,UNITED STATES,HUMBOLDT BAY,EUREKA,Permanent Shutdown,65,220,0,0,40.7413222,-124.2090444,-26.2,PRIS,Map
US,UNITED STATES,CVTR,Parr,Permanent Shutdown,19,65,0,0,34.2625,-81.32917,58.0,PRIS,Map
US,UNITED STATES,BIG ROCK POINT,CHARLEVOIX,Permanent Shutdown,71,240,64.1,0,45.35889,-85.19722,148.4,PRIS,Map
US,UNITED STATES,FERMI-1,LAGOONA BEACH,Permanent Shutdown,65,200,0,0,41.96278,-83.2575,137.5,PRIS,Map
US,UNITED STATES,PEACH BOTTOM-1,YORK COUNTY,Permanent Shutdown,42,115,0,0,39.75833,-76.26806,55.3,PRIS,Map
US,UNITED STATES,SAN ONOFRE-1,SAN CLEMENTE,Permanent Shutdown,456,1347,53.2,0,33.36889,-117.555,9.9,PRIS,Map
US,UNITED STATES,HADDAM NECK,HADDAM NECK,Permanent Shutdown,603,1825,73.5,0,41.48194,-72.49917,-14.3,PRIS,Map
US,UNITED STATES,OYSTER CREEK,FORKED RIVER,Operational,652,1930,72.3,94.4,39.81472,-74.205,-28.7,PRIS,Map
US,UNITED STATES,NINE MILE POINT-1,SCRIBA,Operational,642,1850,71.6,89.5,43.52083,-76.40694,32.1,PRIS,Map
US,UNITED STATES,DRESDEN-2,MORRIS,Operational,926,2957,70.8,97.6,41.38972,-88.26806,132.4,PRIS,Map
US,UNITED STATES,GINNA,ONTARIO,Operational,608,1775,83.4,98.1,43.27778,-77.31,43.1,PRIS,Map
US,UNITED STATES,MILLSTONE-1,WATERFORD,Permanent Shutdown,684,2011,65.1,0,41.31194,-72.16861,-28.9,PRIS,Map
US,UNITED STATES,INDIAN POINT-2,BUCHANAN,Operational,1067,3216,73.3,98.1,41.26972,-73.95222,8.9,PRIS,Map
US,UNITED STATES,DRESDEN-3,MORRIS,Operational,890,2957,70.6,103.6,41.38972,-88.26806,132.4,PRIS,Map
US,UNITED STATES,TURKEY POINT-3,FLORIDA CITY,Operational,829,2644,75.8,88.8,25.43417,-80.33056,-27.2,PRIS,Map
US,UNITED STATES,TURKEY POINT-4,FLORIDA CITY,Operational,829,2644,75.6,68.8,25.43417,-80.33056,-27.2,PRIS,Map
US,UNITED STATES,QUAD CITIES-1,CORDOVA,Operational,940,2957,74.8,94.4,41.72639,-90.31,146.5,PRIS,Map
US,UNITED STATES,PALISADES,SOUTH HAVEN,Operational,845,2565,68.4,87,42.32278,-86.31444,175.9,PRIS,Map
US,UNITED STATES,BROWNS FERRY-1,DECATUR,Operational,1155,3458,67.9,98.3,34.70389,-87.11861,148.9,PRIS,Map
US,UNITED STATES,BROWNS FERRY-2,DECATUR,Operational,1155,3458,77.5,82.7,34.70389,-87.11861,148.9,PRIS,Map
US,UNITED STATES,ROBINSON-2,HARTSVILLE,Operational,780,2339,77.1,87.8,34.40278,-80.15833,39.1,PRIS,Map
US,UNITED STATES,MONTICELLO,MONTICELLO,Operational,613,1775,80.1,59.2,45.33361,-93.84917,262.3,PRIS,Map
US,UNITED STATES,QUAD CITIES-2,CORDOVA,Operational,940,2957,73.7,100.9,41.72639,-90.31,146.5,PRIS,Map
US,UNITED STATES,POINT BEACH-1,TWO CREEKS,Operational,640,1800,79.9,90.9,44.28111,-87.53667,142.7,PRIS,Map
US,UNITED STATES,FORT ST. VRAIN,PLATTEVILLE,Permanent Shutdown,342,842,15.2,0,40.24444,-104.87417,1447.8,PRIS,Map
US,UNITED STATES,OCONEE-1,OCONEE,Operational,891,2568,77.9,95.5,34.79389,-82.89806,229.6,PRIS,Map
US,UNITED STATES,OCONEE-2,OCONEE,Operational,891,2568,80.5,86.3,34.79389,-82.89806,229.6,PRIS,Map
US,UNITED STATES,VERMONT YANKEE,VERNON,Operational,635,1912,83.5,91.8,42.77889,-72.51306,91.8,PRIS,Map
US,UNITED STATES,SALEM-1,SALEM,Operational,1254,3459,67.9,89.2,39.46278,-75.53556,-34.5,PRIS,Map
US,UNITED STATES,DIABLO CANYON-1,AVILA BEACH,Operational,1197,3411,86.2,98.2,35.21083,-120.85611,-17.8,PRIS,Map
US,UNITED STATES,PEACH BOTTOM-2,YORK COUNTY,Operational,1182,3514,74.3,102.5,39.75833,-76.26806,55.3,PRIS,Map
US,UNITED STATES,PEACH BOTTOM-3,YORK COUNTY,Operational,1182,3514,75.3,87,39.75833,-76.26806,55.3,PRIS,Map
US,UNITED STATES,SURRY-1,GRAVEL NECK,Operational,890,2857,75.6,93.1,37.16556,-76.69778,-33.9,PRIS,Map
US,UNITED STATES,SURRY-2,GRAVEL NECK,Operational,890,2857,76,103.1,37.16556,-76.69778,-33.9,PRIS,Map
US,UNITED STATES,PRAIRIE ISLAND-1,RED WING,Operational,566,1677,85.7,101.8,44.62167,-92.63306,186.9,PRIS,Map
US,UNITED STATES,FORT CALHOUN-1,FORT CALHOUN,Operational,512,1500,71.6,2.3,41.52028,-96.07722,287.7,PRIS,Map
US,UNITED STATES,INDIAN POINT-3,BUCHANAN,Operational,1085,3216,69.2,90.9,41.26972,-73.95222,-13.5,PRIS,Map
US,UNITED STATES,OCONEE-3,OCONEE,Operational,891,2568,80.5,101.9,34.79389,-82.89806,230.1,PRIS,Map
US,UNITED STATES,THREE MILE ISLAND-1,DAUPHIN,Operational,880,2568,75.2,93.1,40.153293,-76.72534,52.4,PRIS,Map
US,UNITED STATES,YANKEE NPS,ROWE,Permanent Shutdown,180,600,71.7,0,42.7278389,-72.9291083,387.3,PRIS,Map
US,UNITED STATES,PILGRIM-1,PLYMOUTH,Operational,711,2028,68.8,72.9,41.945,-70.5783,-24.2,PRIS,Map
US,UNITED STATES,ZION-1,ZION,Permanent Shutdown,1085,3250,57.4,0,42.446428,-87.803003,142.8,PRIS,Map
US,UNITED STATES,BROWNS FERRY-3,DECATUR,Operational,1155,3458,80.3,95.4,34.70389,-87.11861,142.9,PRIS,Map
US,UNITED STATES,COOPER,BROWNVILLE,Operational,801,2419,73.3,101.4,40.36194,-95.64139,240.4,PRIS,Map
US,UNITED STATES,INDIAN POINT-1,BUCHANAN,Permanent Shutdown,277,615,0,0,41.26972,-73.95222,-13.5,PRIS,Map
US,UNITED STATES,POINT BEACH-2,TWO CREEKS,Operational,640,1800,83,101.2,44.28111,-87.53667,157.5,PRIS,Map
US,UNITED STATES,CRYSTAL RIVER-3,[],Permanent Shutdown,890,2568,64.5,0,28.9575,-82.69833,-27.9,PRIS,Map
US,UNITED STATES,ZION-2,ZION,Permanent Shutdown,1085,3250,59.2,0,42.446428,-87.803003,142.8,PRIS,Map
US,UNITED STATES,KEWAUNEE,CARLTON,Permanent Shutdown,595,1772,84,101,44.34222,-87.53611,147.0,PRIS,Map
US,UNITED STATES,PRAIRIE ISLAND-2,RED WING,Operational,560,1677,87.2,67.5,44.62167,-92.63306,182.3,PRIS,Map
US,UNITED STATES,MAINE YANKEE,WISCASSET,Permanent Shutdown,900,2630,68.2,0,43.9517583,-69.6962278,-16.0,PRIS,Map
US,UNITED STATES,SALEM-2,SALEM,Operational,1200,3459,69.8,101.2,39.46278,-75.53556,-34.3,PRIS,Map
US,UNITED STATES,RANCHO SECO-1,SACRAMENTO,Permanent Shutdown,917,2772,40,0,38.34528,-121.12167,22.2,PRIS,Map
US,UNITED STATES,ANO-1,POPE,Operational,903,2568,76.2,60.7,35.31028,-93.23139,76.9,PRIS,Map
US,UNITED STATES,COOK-1,BRIDGMAN,Operational,1100,3304,67.3,87,41.975391,-86.565914,145.1,PRIS,Map
US,UNITED STATES,COOK-2,BRIDGMAN,Operational,1151,3468,68.4,89.4,41.975391,-86.565914,145.1,PRIS,Map
US,UNITED STATES,CALVERT CLIFFS-1,LUSBY,Operational,918,2737,80,103,38.43194,-76.44222,-20.3,PRIS,Map
US,UNITED STATES,CALVERT CLIFFS-2,LUSBY,Operational,911,2737,82.5,87.1,38.43194,-76.44222,-20.3,PRIS,Map
US,UNITED STATES,THREE MILE ISLAND-2,DAUPHIN,Permanent Shutdown,959,2772,69.3,0,40.153293,-76.72534,52.4,PRIS,Map
US,UNITED STATES,HATCH-1,BAXLEY,Operational,911,2804,79.5,92,31.93417,-82.34389,2.6,PRIS,Map
US,UNITED STATES,SHOREHAM,SHOREHAM,Permanent Shutdown,849,2436,0,0,40.96111,-72.865,-13.8,PRIS,Map
US,UNITED STATES,DIABLO CANYON-2,AVILA BEACH,Operational,1197,3411,86.9,86,35.21083,-120.85611,63.4,PRIS,Map
US,UNITED STATES,BRUNSWICK-2,SOUTHPORT,Operational,960,2923,71.6,79.2,33.95833,-78.01028,-32.5,PRIS,Map
US,UNITED STATES,BRUNSWICK-1,SOUTHPORT,Operational,990,2923,74.2,98.2,33.95833,-78.01028,-32.5,PRIS,Map
US,UNITED STATES,SEQUOYAH-1,DAISY,Operational,1221,3455,72.4,87.2,35.22639,-85.09167,178.0,PRIS,Map
US,UNITED STATES,SEQUOYAH-2,DAISY,Operational,1200,3455,75.2,97.9,35.22639,-85.09167,178.0,PRIS,Map
US,UNITED STATES,DUANE ARNOLD-1,PALO,Operational,624,1912,76.7,101,42.10056,-91.77722,202.2,PRIS,Map
US,UNITED STATES,FITZPATRICK,OSWEGO,Operational,849,2536,76.1,96,43.5233,-76.3983,37.7,PRIS,Map
US,UNITED STATES,BEAVER VALLEY-1,SHIPPINGPORT,Operational,959,2900,72.4,88.9,40.62333,-80.43056,211.2,PRIS,Map
US,UNITED STATES,ST. LUCIE-1,FORT PIERCE,Operational,1045,3020,81.5,81.1,27.34861,-80.24639,-29.6,PRIS,Map
US,UNITED STATES,MILLSTONE-2,WATERFORD,Operational,918,2700,67.8,99.6,41.31194,-72.16861,-33.1,PRIS,Map
US,UNITED STATES,NORTH ANNA-1,MINERAL,Operational,990,2940,80.5,92.9,38.06056,-77.78944,57.8,PRIS,Map
US,UNITED STATES,NORTH ANNA-2,MINERAL,Operational,1011,2940,83.6,88.8,38.06056,-77.78944,57.8,PRIS,Map
US,UNITED STATES,FERMI-2,LAGOONA BEACH,Operational,1100,3430,75.1,72.8,41.96278,-83.2575,140.8,PRIS,Map
US,UNITED STATES,TROJAN,PRESCOTT,Permanent Shutdown,1155,3411,53.6,0,46.03833,-122.885,-14.0,PRIS,Map
US,UNITED STATES,DAVIS BESSE-1,OTTAWA,Operational,925,2817,68.5,98,41.59667,-83.08639,137.9,PRIS,Map
US,UNITED STATES,FARLEY-1,DOTHAN,Operational,918,2775,82.9,91.7,31.22306,-85.11167,17.3,PRIS,Map
US,UNITED STATES,LIMERICK-1,LIMERICK,Operational,1194,3515,88,102.5,40.22667,-75.58722,25.4,PRIS,Map
US,UNITED STATES,LIMERICK-2,LIMERICK,Operational,1194,3515,92.2,95,40.22667,-75.58722,25.4,PRIS,Map
US,UNITED STATES,HOPE CREEK-1,SALEM,Operational,1240,3840,85.3,88.8,39.46778,-75.53806,-34.1,PRIS,Map
US,UNITED STATES,SAN ONOFRE-2,SAN CLEMENTE,Permanent Shutdown,1127,3438,78,0,33.36889,-117.555,-16.2,PRIS,Map
US,UNITED STATES,SAN ONOFRE-3,SAN CLEMENTE,Permanent Shutdown,1127,3438,77.5,0,33.36889,-117.555,-16.2,PRIS,Map
US,UNITED STATES,FARLEY-2,DOTHAN,Operational,928,2775,86.3,91.5,31.22306,-85.11167,17.3,PRIS,Map
US,UNITED STATES,HATCH-2,BAXLEY,Operational,921,2804,79.9,87.5,31.93417,-82.34389,2.6,PRIS,Map
US,UNITED STATES,ANO-2,POPE,Operational,1065,3026,84.5,86.6,35.31028,-93.23139,76.9,PRIS,Map
US,UNITED STATES,MCGUIRE-1,CORNELIUS,Operational,1215,3411,79.3,86.6,35.4325,-80.94833,191.2,PRIS,Map
US,UNITED STATES,MCGUIRE-2,CORNELIUS,Operational,1215,3411,84.8,99.7,35.4325,-80.94833,191.2,PRIS,Map
US,UNITED STATES,LASALLE-1,MARSEILLES,Operational,1207,3546,76.9,98.1,41.24556,-88.66917,184.9,PRIS,Map
US,UNITED STATES,LASALLE-2,MARSEILLES,Operational,1207,3546,77.2,90,41.24556,-88.66917,184.9,PRIS,Map
US,UNITED STATES,WATERFORD-3,TAFT,Operational,1250,3716,86.9,91.7,29.99528,-90.47111,-23.5,PRIS,Map
US,UNITED STATES,SUSQUEHANNA-1,SALEM,Operational,1330,3952,82.5,89.9,41.08889,-76.14889,156.9,PRIS,Map
US,UNITED STATES,SUSQUEHANNA-2,SALEM,Operational,1330,3952,86,82.4,41.08889,-76.14889,156.9,PRIS,Map
US,UNITED STATES,ST. LUCIE-2,FORT PIERCE,Operational,1050,3020,84.7,99.9,27.34861,-80.24639,-29.6,PRIS,Map
US,UNITED STATES,WATTS BAR-1,SPRING CITY,Operational,1210,3459,90.3,101.3,35.60278,-84.78944,194.7,PRIS,Map
US,UNITED STATES,WATTS BAR-2,SPRING CITY,Under Construction,1218,3425,0,0,35.60278,-84.78944,194.7,PRIS,Map
US,UNITED STATES,SUMMER-1,JENKINSVILLE,Operational,1006,2900,83.5,98.4,34.29861,-81.31472,96.3,PRIS,Map
US,UNITED STATES,COLUMBIA,BENTON,Operational,1173,3486,72.9,87.2,46.47111,-119.33389,115.4,PRIS,Map
US,UNITED STATES,BONUS,Rincon,Permanent Shutdown,18,50,0,0,18.36639,-67.26861,-66.7,PRIS,Map
US,UNITED STATES,HARRIS-1,NEW HILL,Operational,960,2900,87.9,84.7,35.6333,-78.955,39.2,PRIS,Map
US,UNITED STATES,LACROSSE,GENOA,Permanent Shutdown,55,165,51,0,43.560062,-91.231485,159.3,PRIS,Map
US,UNITED STATES,NINE MILE POINT-2,SCRIBA,Operational,1320,3988,82.4,97.8,43.52083,-76.40694,35.9,PRIS,Map
US,UNITED STATES,BEAVER VALLEY-2,SHIPPINGPORT,Operational,958,2900,84.7,100.8,40.62333,-80.43056,211.2,PRIS,Map
US,UNITED STATES,CATAWBA-1,YORK COUNTY,Operational,1188,3411,84.7,100.6,35.0517,-81.07,148.7,PRIS,Map
US,UNITED STATES,CATAWBA-2,YORK COUNTY,Operational,1188,3411,85.5,90.3,35.0517,-81.07,148.7,PRIS,Map
US,UNITED STATES,GRAND GULF-1,PORT GIBSON,Operational,1500,4408,86.4,86.8,32.0067,-91.0483,8.1,PRIS,Map
US,UNITED STATES,MILLSTONE-3,WATERFORD,Operational,1280,3650,76.7,89.9,41.31194,-72.16861,-33.1,PRIS,Map
US,UNITED STATES,VOGTLE-1,WAYNESBORO,Operational,1229,3626,90.9,101.5,33.14333,-81.76056,5.9,PRIS,Map
US,UNITED STATES,VOGTLE-2,WAYNESBORO,Operational,1229,3626,90.5,87.8,33.14333,-81.76056,5.9,PRIS,Map
US,UNITED STATES,PERRY-1,PERRY,Operational,1303,3758,79.2,77.1,41.80083,-81.14333,147.7,PRIS,Map
US,UNITED STATES,SEABROOK-1,SEABROOK,Operational,1296,3648,85.6,100.1,42.89889,-70.85083,-22.7,PRIS,Map
US,UNITED STATES,COMANCHE PEAK-1,GLEN ROSE,Operational,1259,3612,86.6,95,32.2983,-97.785,216.5,PRIS,Map
US,UNITED STATES,COMANCHE PEAK-2,GLEN ROSE,Operational,1250,3612,89.8,101.1,32.2983,-97.785,216.5,PRIS,Map
US,UNITED STATES,BYRON-1,BYRON,Operational,1242,3587,85.5,100.8,42.07417,-89.28194,226.2,PRIS,Map
US,UNITED STATES,BYRON-2,BYRON,Operational,1210,3587,89.1,93.1,42.07417,-89.28194,226.2,PRIS,Map
US,UNITED STATES,BRAIDWOOD-1,BRAIDWOOD,Operational,1242,3587,87.2,94.5,41.24361,-88.22917,146.9,PRIS,Map
US,UNITED STATES,BRAIDWOOD-2,BRAIDWOOD,Operational,1210,3587,89.5,98.1,41.24361,-88.22917,146.9,PRIS,Map
US,UNITED STATES,RIVER BEND-1,ST.FRANCISVILLE,Operational,1016,3091,81.2,89.7,30.7567,-91.333,7.3,PRIS,Map
US,UNITED STATES,CLINTON-1,HART TOWNSHIP,Operational,1098,3473,76.2,89.2,40.17222,-88.835,191.2,PRIS,Map
US,UNITED STATES,WOLF CREEK,BURLINGTON,Operational,1280,3565,84.7,68.5,38.23889,-95.68889,301.4,PRIS,Map
US,UNITED STATES,CALLAWAY-1,FULTON,Operational,1275,3565,87.6,79,38.7617,-91.78,220.4,PRIS,Map
US,UNITED STATES,SOUTH TEXAS-1,BAY CITY,Operational,1354,3853,83,98.3,28.79556,-96.04889,-17.6,PRIS,Map
US,UNITED STATES,SOUTH TEXAS-2,BAY CITY,Operational,1354,3853,81,62.8,28.79556,-96.04889,-17.6,PRIS,Map
US,UNITED STATES,PALO VERDE-1,WINTERSBURG,Operational,1414,3990,77.8,91.3,33.38917,-112.865,258.2,PRIS,Map
US,UNITED STATES,PALO VERDE-2,WINTERSBURG,Operational,1414,3990,82.1,97.6,33.38917,-112.865,258.2,PRIS,Map
US,UNITED STATES,PALO VERDE-3,WINTERSBURG,Operational,1414,3990,83.5,84.5,33.38917,-112.865,258.2,PRIS,Map
ZA,SOUTH AFRICA,KOEBERG-1,DUYNEFONTEIN,Operational,970,2775,69.8,67.8,-33.676444,18.4320472,41.9,PRIS,Map
ZA,SOUTH AFRICA,KOEBERG-2,DUYNEFONTEIN,Operational,970,2775,70.9,99.6,-33.676444,18.4320472,41.9,PRIS,Map
CN,CHINA,TIANWAN-1,Lianyungang,Operational,1060,3000,84.8,90.7,34.68694,119.45972,238.4,PRIS,Map
CN,CHINA,TIANWAN-2,Lianyungang,Operational,1060,3000,87.9,89.3,34.68694,119.45972,238.4,PRIS,Map
CN,CHINA,QINSHAN 3-2,Jiaxing,Operational,728,2064,92.4,101.8,30.43306,120.95,10.7,PRIS,Map
JP,JAPAN,HIGASHI DORI-1 (TOHOKU),Higashidori-mura,Operational,1100,3293,52.3,0,41.18806,141.39028,102.8,PRIS,Map
JP,JAPAN,SHIKA-2,SHIKA-MACHI,Operational,1150,3926,33.3,0,37.06111,136.72639,56.3,PRIS,Map
JP,JAPAN,HAMAOKA-5,OMAEZAKI-SHI,Operational,1380,3926,34.2,0,34.62361,138.1425,41.8,PRIS,Map
IN,INDIA,KUDANKULAM-1,Tirunellveli-Kattabomman,Operational,1000,3000,0,0,8.16889,77.7125,-63.3,PRIS,Map
IN,INDIA,KUDANKULAM-2,Tirunellveli-Kattabomman,Under Construction,1000,3000,0,0,8.16889,77.7125,-63.3,PRIS,Map
JP,JAPAN,TOMARI-3,TOMARI VILLAGE,Operational,912,2660,56.6,0,43.03611,140.5125,128.2,PRIS,Map
IN,INDIA,PFBR,MADRAS,Under Construction,500,1253,0,0,12.55306,80.17333,-91.7,PRIS,Map
FI,FINLAND,OLKILUOTO-3,OLKILUOTO,Under Construction,1720,4300,0,0,61.23694,21.44083,18.9,PRIS,Map
JP,JAPAN,SHIMANE-3,MATSUE,Under Construction,1373,3926,0,0,35.53833,132.99917,140.5,PRIS,Map
KR,SOUTH KOREA,SHIN-KORI-1,Busan & Ulsan,Operational,1048,2825,67.3,26.6,35.319904,129.290053,34.7,PRIS,Map
KR,SOUTH KOREA,SHIN-KORI-2,Busan & Ulsan,Operational,1045,2825,57.6,40.6,35.319904,129.290053,34.7,PRIS,Map
JP,JAPAN,OHMA,OHMA,Under Construction,1383,3926,0,0,41.50972,140.91028,34.7,PRIS,Map
FR,FRANCE,FLAMANVILLE-3,FLAMANVILLE,Under Construction,1650,4300,0,0,49.53639,-1.88167,42.2,PRIS,Map
CN,CHINA,LING AO-4,SHENZEN,Operational,1080,2905,85.8,89.2,22.6047889,114.5514889,-2.6,PRIS,Map
CN,CHINA,QINSHAN 2-3,Jiaxing,Operational,660,1930,90,95,30.43306,120.95,10.7,PRIS,Map
CN,CHINA,QINSHAN 2-4,Jiaxing,Operational,660,1930,91.4,85.9,30.43306,120.95,10.7,PRIS,Map
CN,CHINA,LING AO-3,SHENZEN,Operational,1080,2905,80.8,90,22.6047889,114.5514889,-2.6,PRIS,Map
CN,CHINA,SANMEN-1,Taizhou,Under Construction,1250,3400,0,0,29.10111,121.64194,13.5,PRIS,Map
CN,CHINA,SANMEN-2,Taizhou,Under Construction,1250,3400,0,0,29.10111,121.64194,13.5,PRIS,Map
CN,CHINA,YANGJIANG-1,Yangjiang,Operational,1086,2905,0,0,21.70833,112.26111,-8.1,PRIS,Map
CN,CHINA,YANGJIANG-2,Yangjiang,Under Construction,1080,2905,0,0,21.70833,112.26111,-8.1,PRIS,Map
KR,SOUTH KOREA,SHIN-WOLSONG-1,Gyeongju-si,Operational,1043,2825,54.8,38,35.71667,129.47778,106.1,PRIS,Map
KR,SOUTH KOREA,SHIN-WOLSONG-2,Gyeongju-si,Under Construction,1000,2825,0,0,35.71667,129.47778,106.1,PRIS,Map
KR,SOUTH KOREA,SHIN-KORI-3,Ulsan,Under Construction,1400,3983,0,0,35.319904,129.290053,34.7,PRIS,Map
KR,SOUTH KOREA,SHIN-KORI-4,Ulsan,Under Construction,1400,3938,0,0,35.319904,129.290053,34.7,PRIS,Map
KR,SOUTH KOREA,SHIN-HANUL-1,Ulchin-gun,Under Construction,1400,3938,0,0,37.09278,129.38361,84.9,PRIS,Map
KR,SOUTH KOREA,SHIN-HANUL-2,Ulchin-gun,Under Construction,1400,3983,0,0,37.09278,129.38361,84.9,PRIS,Map
US,UNITED STATES,SHIPPINGPORT,[],Permanent Shutdown,68,236,0,0,40.62111,-80.43528,252.6,PRIS,Map
US,UNITED STATES,HALLAM,Lincoln,Permanent Shutdown,84,256,0,0,40.55925,-96.7847111,398.4,PRIS,Map
US,UNITED STATES,SAXTON,[],Permanent Shutdown,3,24,0,0,40.22694,-78.24194,316.4,PRIS,Map
